      0.00  -1280.678190  -1280.522150  -1280.516473  -1280.506072  -1280.522150  -1280.383922
      0.50  -1280.670584  -1280.514804  -1280.509556  -1280.498436  -1280.514804  -1280.383808
      1.00  -1280.673590  -1280.518298  -1280.513464  -1280.501505  -1280.518298  -1280.384032
      1.50  -1280.683977  -1280.529417  -1280.524962  -1280.512073  -1280.529417  -1280.384372
      2.00  -1280.696467  -1280.542890  -1280.538767  -1280.524908  -1280.542890  -1280.384636
      2.50  -1280.706686  -1280.554333  -1280.550471  -1280.535681  -1280.554333  -1280.384788
      3.00  -1280.711986  -1280.561066  -1280.557375  -1280.541775  -1280.561066  -1280.384874
      3.50  -1280.710900  -1280.561582  -1280.557935  -1280.541743  -1280.561582  -1280.384943
      4.00  -1280.702495  -1280.554896  -1280.551121  -1280.534651  -1280.554896  -1280.384986
      4.50  -1280.686553  -1280.540739  -1280.536625  -1280.520260  -1280.540739  -1280.384905
      5.00  -1280.664964  -1280.520940  -1280.516278  -1280.500406  -1280.520940  -1280.384591
      5.50  -1280.643008  -1280.500717  -1280.495339  -1280.480305  -1280.500717  -1280.384132
      6.00  -1280.627858  -1280.487192  -1280.481003  -1280.467062  -1280.487192  -1280.383813
      6.50  -1280.624523  -1280.485344  -1280.478315  -1280.465624  -1280.485344  -1280.383789
      7.00  -1280.633452  -1280.495622  -1280.487774  -1280.476386  -1280.495622  -1280.384016
      7.50  -1280.651006  -1280.514402  -1280.505802  -1280.495656  -1280.514402  -1280.384411
      8.00  -1280.670902  -1280.535424  -1280.526191  -1280.517114  -1280.535424  -1280.384832
      8.50  -1280.686474  -1280.552056  -1280.542357  -1280.534082  -1280.552056  -1280.385125
      9.00  -1280.693036  -1280.559642  -1280.549670  -1280.541890  -1280.559642  -1280.385226
      9.50  -1280.689053  -1280.556677  -1280.546612  -1280.539049  -1280.556677  -1280.385121
     10.00  -1280.676444  -1280.545095  -1280.535064  -1280.527523  -1280.545095  -1280.384805
     10.50  -1280.660493  -1280.530172  -1280.520243  -1280.512616  -1280.530172  -1280.384348
     11.00  -1280.648483  -1280.519161  -1280.509349  -1280.501598  -1280.519161  -1280.383980
     11.50  -1280.646119  -1280.517730  -1280.508022  -1280.500151  -1280.517730  -1280.383952
     12.00  -1280.653931  -1280.526374  -1280.516752  -1280.508776  -1280.526374  -1280.384242
     12.50  -1280.667534  -1280.540693  -1280.531158  -1280.523089  -1280.540693  -1280.384583
     13.00  -1280.681407  -1280.555151  -1280.545737  -1280.537564  -1280.555151  -1280.384782
     13.50  -1280.691924  -1280.566119  -1280.556896  -1280.548579  -1280.566119  -1280.384838
     14.00  -1280.697697  -1280.572197  -1280.563271  -1280.554740  -1280.572197  -1280.384847
     14.50  -1280.698345  -1280.573000  -1280.564501  -1280.555658  -1280.573000  -1280.384885
     15.00  -1280.693399  -1280.568059  -1280.560133  -1280.550856  -1280.568059  -1280.384944
     15.50  -1280.682408  -1280.556933  -1280.549720  -1280.539880  -1280.556933  -1280.384916
     16.00  -1280.666497  -1280.540756  -1280.534373  -1280.523857  -1280.540756  -1280.384663
     16.50  -1280.650098  -1280.523985  -1280.518498  -1280.507233  -1280.523985  -1280.384223
     17.00  -1280.640047  -1280.513510  -1280.508888  -1280.496863  -1280.513510  -1280.383897
     17.50  -1280.641242  -1280.514331  -1280.510395  -1280.497660  -1280.514331  -1280.383943
     18.00  -1280.652965  -1280.525861  -1280.522264  -1280.508920  -1280.525861  -1280.384316
     18.50  -1280.669470  -1280.542452  -1280.538762  -1280.524922  -1280.542452  -1280.384794
     19.00  -1280.683385  -1280.556734  -1280.552597  -1280.538332  -1280.556734  -1280.385166
     19.50  -1280.688962  -1280.562915  -1280.558123  -1280.543449  -1280.562915  -1280.385334
     20.00  -1280.683703  -1280.558445  -1280.552914  -1280.537816  -1280.558445  -1280.385296
     20.50  -1280.668590  -1280.544254  -1280.537986  -1280.522433  -1280.544254  -1280.385057
     21.00  -1280.647921  -1280.524586  -1280.517642  -1280.501590  -1280.524586  -1280.384640
     21.50  -1280.628680  -1280.506369  -1280.498845  -1280.482245  -1280.506369  -1280.384183
     22.00  -1280.618196  -1280.496875  -1280.488891  -1280.471699  -1280.496875  -1280.383956
     22.50  -1280.620094  -1280.499706  -1280.491383  -1280.473582  -1280.499706  -1280.384126
     23.00  -1280.631971  -1280.512468  -1280.503920  -1280.485529  -1280.512468  -1280.384528
     23.50  -1280.647685  -1280.529062  -1280.520378  -1280.501451  -1280.529062  -1280.384862
     24.00  -1280.661709  -1280.544014  -1280.535259  -1280.515863  -1280.544014  -1280.384994
     24.50  -1280.671342  -1280.554665  -1280.545877  -1280.526071  -1280.554665  -1280.384986
     25.00  -1280.676108  -1280.560567  -1280.551759  -1280.531574  -1280.560567  -1280.384956
     25.50  -1280.676132  -1280.561848  -1280.553017  -1280.532449  -1280.561848  -1280.384980
     26.00  -1280.671079  -1280.558158  -1280.549286  -1280.528304  -1280.558158  -1280.385036
     26.50  -1280.660527  -1280.549029  -1280.540106  -1280.518665  -1280.549029  -1280.384995
     27.00  -1280.645653  -1280.535609  -1280.526604  -1280.504670  -1280.535609  -1280.384752
     27.50  -1280.630621  -1280.522008  -1280.512900  -1280.490473  -1280.522008  -1280.384375
     28.00  -1280.621271  -1280.514027  -1280.504798  -1280.481921  -1280.514027  -1280.384121
     28.50  -1280.621385  -1280.515434  -1280.506063  -1280.482813  -1280.515434  -1280.384160
     29.00  -1280.630250  -1280.525522  -1280.515973  -1280.492453  -1280.525522  -1280.384455
     29.50  -1280.643215  -1280.539616  -1280.529871  -1280.506187  -1280.539616  -1280.384852
     30.00  -1280.653889  -1280.551322  -1280.541354  -1280.517615  -1280.551322  -1280.385188
