      0.00  -1280.600480  -1280.457981  -1280.445834  -1280.440101  -1280.457981  -1280.320850
      0.50  -1280.608976  -1280.466456  -1280.454306  -1280.448348  -1280.466456  -1280.320978
      1.00  -1280.617585  -1280.475238  -1280.462964  -1280.456741  -1280.475238  -1280.321120
      1.50  -1280.624659  -1280.482672  -1280.470130  -1280.463708  -1280.482672  -1280.321183
      2.00  -1280.629946  -1280.488489  -1280.475529  -1280.469257  -1280.488489  -1280.321089
      2.50  -1280.635395  -1280.494607  -1280.481102  -1280.475536  -1280.494607  -1280.320987
      3.00  -1280.642797  -1280.502780  -1280.488640  -1280.483977  -1280.502780  -1280.321193
      3.50  -1280.649636  -1280.510451  -1280.495640  -1280.491802  -1280.510451  -1280.321651
      4.00  -1280.650128  -1280.511815  -1280.496364  -1280.493096  -1280.511815  -1280.321860
      4.50  -1280.642119  -1280.504702  -1280.488720  -1280.485607  -1280.504702  -1280.321507
      5.00  -1280.631447  -1280.494948  -1280.478572  -1280.475154  -1280.494948  -1280.320807
      5.50  -1280.628595  -1280.493033  -1280.476359  -1280.472297  -1280.493033  -1280.320395
      6.00  -1280.639357  -1280.504746  -1280.487823  -1280.482934  -1280.504746  -1280.320746
      6.50  -1280.658379  -1280.524720  -1280.507595  -1280.501800  -1280.524720  -1280.321496
      7.00  -1280.674153  -1280.541437  -1280.524177  -1280.517461  -1280.541437  -1280.321921
      7.50  -1280.679174  -1280.547386  -1280.530079  -1280.522474  -1280.547386  -1280.321813
      8.00  -1280.673529  -1280.542656  -1280.525395  -1280.517028  -1280.542656  -1280.321437
      8.50  -1280.661663  -1280.531701  -1280.514570  -1280.505871  -1280.531701  -1280.321084
      9.00  -1280.648204  -1280.519152  -1280.502215  -1280.493647  -1280.519152  -1280.320874
      9.50  -1280.636062  -1280.507927  -1280.491217  -1280.482925  -1280.507927  -1280.320773
     10.00  -1280.626712  -1280.499508  -1280.483026  -1280.475052  -1280.499508  -1280.320710
     10.50  -1280.621076  -1280.494831  -1280.478542  -1280.470900  -1280.494831  -1280.320666
     11.00  -1280.619779  -1280.494540  -1280.478379  -1280.471069  -1280.494540  -1280.320673
     11.50  -1280.622728  -1280.498563  -1280.482437  -1280.475438  -1280.498563  -1280.320764
     12.00  -1280.628638  -1280.505636  -1280.489440  -1280.482691  -1280.505636  -1280.320947
     12.50  -1280.634978  -1280.513248  -1280.496889  -1280.490257  -1280.513248  -1280.321187
     13.00  -1280.638611  -1280.518268  -1280.501691  -1280.494960  -1280.518268  -1280.321379
     13.50  -1280.637522  -1280.518663  -1280.501861  -1280.494810  -1280.518663  -1280.321333
     14.00  -1280.633381  -1280.516062  -1280.499073  -1280.491853  -1280.516062  -1280.320998
     14.50  -1280.631704  -1280.515918  -1280.498796  -1280.491756  -1280.515918  -1280.320753
     15.00  -1280.636279  -1280.521968  -1280.504765  -1280.497784  -1280.521968  -1280.321001
     15.50  -1280.643808  -1280.530889  -1280.513653  -1280.506467  -1280.530889  -1280.321527
     16.00  -1280.646716  -1280.535109  -1280.517880  -1280.510222  -1280.535109  -1280.321871
     16.50  -1280.639861  -1280.529486  -1280.512306  -1280.503939  -1280.529486  -1280.321778
     17.00  -1280.624662  -1280.515442  -1280.498351  -1280.489098  -1280.515442  -1280.321226
     17.50  -1280.609343  -1280.501207  -1280.484238  -1280.474001  -1280.501207  -1280.320516
     18.00  -1280.604038  -1280.496919  -1280.480104  -1280.468854  -1280.496919  -1280.320290
     18.50  -1280.611650  -1280.505490  -1280.488851  -1280.476598  -1280.505490  -1280.320804
     19.00  -1280.624566  -1280.519325  -1280.502877  -1280.489621  -1280.519325  -1280.321413
     19.50  -1280.633186  -1280.528844  -1280.512591  -1280.498298  -1280.528844  -1280.321595
     20.00  -1280.633616  -1280.530181  -1280.514110  -1280.498718  -1280.530181  -1280.321441
     20.50  -1280.627223  -1280.524731  -1280.508810  -1280.492254  -1280.524731  -1280.321172
     21.00  -1280.617571  -1280.516073  -1280.500251  -1280.482491  -1280.516073  -1280.320917
     21.50  -1280.608330  -1280.507884  -1280.492095  -1280.473127  -1280.507884  -1280.320747
     22.00  -1280.602092  -1280.502753  -1280.486915  -1280.466781  -1280.502753  -1280.320691
     22.50  -1280.599835  -1280.501648  -1280.485670  -1280.464454  -1280.501648  -1280.320742
     23.00  -1280.600961  -1280.503956  -1280.487741  -1280.465569  -1280.503956  -1280.320886
     23.50  -1280.603520  -1280.507712  -1280.491159  -1280.468200  -1280.507712  -1280.321120
     24.00  -1280.604377  -1280.509760  -1280.492770  -1280.469239  -1280.509760  -1280.321411
     24.50  -1280.599945  -1280.506489  -1280.488968  -1280.465135  -1280.506489  -1280.321602
     25.00  -1280.588652  -1280.496287  -1280.478150  -1280.454341  -1280.496287  -1280.321419
     25.50  -1280.574639  -1280.483247  -1280.464423  -1280.440989  -1280.483247  -1280.320786
     26.00  -1280.567989  -1280.477375  -1280.457808  -1280.435076  -1280.477375  -1280.320245
     26.50  -1280.576445  -1280.486394  -1280.466053  -1280.444248  -1280.486394  -1280.320512
     27.00  -1280.596246  -1280.506494  -1280.485365  -1280.464631  -1280.506494  -1280.321322
     27.50  -1280.615442  -1280.525717  -1280.503802  -1280.484225  -1280.525717  -1280.321947
     28.00  -1280.624255  -1280.534290  -1280.511602  -1280.493255  -1280.534290  -1280.322093
     28.50  -1280.620096  -1280.529635  -1280.506193  -1280.489189  -1280.529635  -1280.321863
     29.00  -1280.606436  -1280.515270  -1280.491102  -1280.475608  -1280.515270  -1280.321529
     29.50  -1280.589265  -1280.497171  -1280.472274  -1280.458580  -1280.497171  -1280.321153
     30.00  -1280.575215  -1280.482033  -1280.456411  -1280.444841  -1280.482033  -1280.320684
     30.50  -1280.571395  -1280.477008  -1280.450672  -1280.441540  -1280.477008  -1280.320468
     31.00  -1280.580308  -1280.484625  -1280.457658  -1280.451104  -1280.484625  -1280.320881
     31.50  -1280.595248  -1280.498236  -1280.470942  -1280.466569  -1280.498236  -1280.321441
     32.00  -1280.607095  -1280.508732  -1280.482227  -1280.477929  -1280.508732  -1280.321570
     32.50  -1280.612407  -1280.512694  -1280.488220  -1280.481553  -1280.512694  -1280.321361
     33.00  -1280.612974  -1280.511945  -1280.489897  -1280.480078  -1280.511945  -1280.321102
     33.50  -1280.611911  -1280.509634  -1280.490041  -1280.477125  -1280.509634  -1280.320933
     34.00  -1280.611322  -1280.507907  -1280.490664  -1280.475292  -1280.507907  -1280.320895
     34.50  -1280.611598  -1280.507185  -1280.492120  -1280.475076  -1280.507185  -1280.320990
     35.00  -1280.611357  -1280.506113  -1280.493011  -1280.474641  -1280.506113  -1280.321180
     35.50  -1280.608098  -1280.502203  -1280.490825  -1280.471193  -1280.502203  -1280.321339
     36.00  -1280.600001  -1280.493644  -1280.483723  -1280.462799  -1280.493644  -1280.321307
     36.50  -1280.588432  -1280.481779  -1280.473044  -1280.450805  -1280.481779  -1280.320957
     37.00  -1280.579424  -1280.472597  -1280.464773  -1280.441256  -1280.472597  -1280.320415
     37.50  -1280.581285  -1280.474346  -1280.467156  -1280.442495  -1280.474346  -1280.320173
     38.00  -1280.597397  -1280.490359  -1280.483524  -1280.457949  -1280.490359  -1280.320615
     38.50  -1280.621157  -1280.514023  -1280.507263  -1280.481048  -1280.514023  -1280.321382
     39.00  -1280.640952  -1280.533748  -1280.526788  -1280.500212  -1280.533748  -1280.321864
     39.50  -1280.648972  -1280.541760  -1280.534339  -1280.507662  -1280.541760  -1280.321876
     40.00  -1280.644618  -1280.537494  -1280.529362  -1280.502832  -1280.537494  -1280.321551
     40.50  -1280.632822  -1280.525891  -1280.516822  -1280.490681  -1280.525891  -1280.321172
     41.00  -1280.619557  -1280.512927  -1280.502709  -1280.477199  -1280.512927  -1280.321089
     41.50  -1280.607013  -1280.500788  -1280.489226  -1280.464578  -1280.500788  -1280.321265
     42.00  -1280.594271  -1280.488553  -1280.475477  -1280.451896  -1280.488553  -1280.321163
     42.50  -1280.584147  -1280.479055  -1280.464338  -1280.441963  -1280.479055  -1280.320605
     43.00  -1280.584621  -1280.480306  -1280.463861  -1280.442746  -1280.480306  -1280.320400
     43.50  -1280.598069  -1280.494710  -1280.476478  -1280.456604  -1280.494710  -1280.320955
     44.00  -1280.616169  -1280.513952  -1280.493874  -1280.475187  -1280.513952  -1280.321491
     44.50  -1280.629918  -1280.529019  -1280.507020  -1280.489460  -1280.529019  -1280.321563
     45.00  -1280.636598  -1280.537165  -1280.513161  -1280.496675  -1280.537165  -1280.321409
     45.50  -1280.637269  -1280.539438  -1280.513330  -1280.497859  -1280.539438  -1280.321322
     46.00  -1280.632866  -1280.536737  -1280.508460  -1280.493928  -1280.536737  -1280.321348
     46.50  -1280.623254  -1280.528901  -1280.498437  -1280.484740  -1280.528901  -1280.321373
     47.00  -1280.608704  -1280.516167  -1280.483580  -1280.470573  -1280.516167  -1280.321266
     47.50  -1280.591621  -1280.500904  -1280.466355  -1280.453842  -1280.500904  -1280.321003
     48.00  -1280.576800  -1280.487864  -1280.451619  -1280.439342  -1280.487864  -1280.320650
     48.50  -1280.570261  -1280.483022  -1280.445417  -1280.433096  -1280.483022  -1280.320341
     49.00  -1280.576773  -1280.491095  -1280.452488  -1280.439938  -1280.491095  -1280.320395
     49.50  -1280.595116  -1280.510836  -1280.471544  -1280.458854  -1280.510836  -1280.321012
     50.00  -1280.615806  -1280.532763  -1280.493034  -1280.480511  -1280.532763  -1280.321768
     50.50  -1280.627165  -1280.545215  -1280.505226  -1280.493104  -1280.545215  -1280.322134
     51.00  -1280.623179  -1280.542207  -1280.502076  -1280.490463  -1280.542207  -1280.321984
     51.50  -1280.606166  -1280.526049  -1280.485847  -1280.474762  -1280.526049  -1280.321372
     52.00  -1280.585646  -1280.506263  -1280.466031  -1280.455458  -1280.506263  -1280.320581
     52.50  -1280.573520  -1280.494741  -1280.454498  -1280.444399  -1280.494741  -1280.320208
     53.00  -1280.575389  -1280.497075  -1280.456817  -1280.447148  -1280.497075  -1280.320591
     53.50  -1280.586016  -1280.508017  -1280.467727  -1280.458432  -1280.508017  -1280.321310
     54.00  -1280.595102  -1280.517238  -1280.476896  -1280.467892  -1280.517238  -1280.321766
     54.50  -1280.595805  -1280.517913  -1280.477497  -1280.468674  -1280.517913  -1280.321727
     55.00  -1280.588830  -1280.510779  -1280.470269  -1280.461490  -1280.510779  -1280.321216
     55.50  -1280.581849  -1280.503547  -1280.462925  -1280.454060  -1280.503547  -1280.320655
     56.00  -1280.582922  -1280.504306  -1280.463553  -1280.454547  -1280.504306  -1280.320684
     56.50  -1280.591772  -1280.512793  -1280.471884  -1280.462899  -1280.512793  -1280.321239
     57.00  -1280.600523  -1280.521126  -1280.480041  -1280.471718  -1280.521126  -1280.321676
     57.50  -1280.602462  -1280.522586  -1280.481305  -1280.474535  -1280.522586  -1280.321688
     58.00  -1280.596988  -1280.516559  -1280.475066  -1280.470327  -1280.516559  -1280.321410
     58.50  -1280.588097  -1280.507031  -1280.465311  -1280.462753  -1280.507031  -1280.321121
     59.00  -1280.580381  -1280.498582  -1280.456671  -1280.456210  -1280.498582  -1280.320986
     59.50  -1280.576642  -1280.494002  -1280.453631  -1280.451728  -1280.494002  -1280.320900
     60.00  -1280.578879  -1280.495275  -1280.456703  -1280.452722  -1280.495275  -1280.320802
     60.50  -1280.588470  -1280.503783  -1280.466863  -1280.460946  -1280.503783  -1280.320993
     61.00  -1280.602238  -1280.516374  -1280.480924  -1280.473269  -1280.516374  -1280.321552
     61.50  -1280.611823  -1280.524731  -1280.490566  -1280.481392  -1280.524731  -1280.321992
     62.00  -1280.610318  -1280.522020  -1280.488948  -1280.478480  -1280.522020  -1280.321986
     62.50  -1280.597547  -1280.508104  -1280.475942  -1280.464394  -1280.508104  -1280.321581
     63.00  -1280.579759  -1280.489250  -1280.457847  -1280.445420  -1280.489250  -1280.320979
