      0.00  -1280.567449  -1280.403605  -1280.399753  -1280.396058  -1280.392299  -1280.390916  -1280.385181  -1280.385181  -1280.241476
      0.50  -1280.576420  -1280.411844  -1280.408642  -1280.404651  -1280.400564  -1280.399578  -1280.393910  -1280.393910  -1280.241555
      1.00  -1280.588946  -1280.423779  -1280.421002  -1280.416840  -1280.412783  -1280.411510  -1280.406215  -1280.406215  -1280.241681
      1.50  -1280.603489  -1280.437867  -1280.435291  -1280.431071  -1280.427237  -1280.425388  -1280.420548  -1280.420548  -1280.241766
      2.00  -1280.619137  -1280.453192  -1280.450623  -1280.446416  -1280.442852  -1280.440468  -1280.436002  -1280.436002  -1280.241728
      2.50  -1280.636606  -1280.470481  -1280.467750  -1280.463583  -1280.460290  -1280.457514  -1280.453311  -1280.453311  -1280.241680
      3.00  -1280.656516  -1280.490375  -1280.487335  -1280.483206  -1280.480161  -1280.477161  -1280.473132  -1280.473132  -1280.241896
      3.50  -1280.675749  -1280.509777  -1280.506313  -1280.502200  -1280.499360  -1280.496299  -1280.492394  -1280.492394  -1280.242447
      4.00  -1280.686863  -1280.521262  -1280.517315  -1280.513173  -1280.510477  -1280.507495  -1280.503702  -1280.503702  -1280.242994
      4.50  -1280.683276  -1280.518263  -1280.513862  -1280.509597  -1280.506960  -1280.504185  -1280.500521  -1280.500521  -1280.243029
      5.00  -1280.666128  -1280.501937  -1280.497231  -1280.492660  -1280.489967  -1280.487525  -1280.484024  -1280.484024  -1280.242623
      5.50  -1280.642646  -1280.479523  -1280.474796  -1280.469623  -1280.466723  -1280.464750  -1280.461444  -1280.461444  -1280.242507
      6.00  -1280.617221  -1280.455431  -1280.451038  -1280.444880  -1280.441616  -1280.440241  -1280.437139  -1280.444880  -1280.242287
      6.50  -1280.594847  -1280.434771  -1280.430925  -1280.423440  -1280.419690  -1280.418987  -1280.416073  -1280.423440  -1280.241270
      7.00  -1280.589849  -1280.432002  -1280.428428  -1280.419596  -1280.415485  -1280.415116  -1280.412455  -1280.419596  -1280.240845
      7.50  -1280.606907  -1280.451821  -1280.447826  -1280.437948  -1280.433871  -1280.433178  -1280.430785  -1280.437948  -1280.241897
      8.00  -1280.630034  -1280.477911  -1280.473048  -1280.462420  -1280.458416  -1280.457611  -1280.454931  -1280.462420  -1280.242884
      8.50  -1280.642193  -1280.492874  -1280.487140  -1280.475907  -1280.471937  -1280.471296  -1280.467942  -1280.475907  -1280.242888
      9.00  -1280.639555  -1280.492708  -1280.486303  -1280.474541  -1280.470531  -1280.470232  -1280.466114  -1280.474541  -1280.242377
      9.50  -1280.627002  -1280.482245  -1280.475416  -1280.463190  -1280.459248  -1280.458984  -1280.454391  -1280.463190  -1280.241861
     10.00  -1280.610885  -1280.467819  -1280.460815  -1280.448190  -1280.444530  -1280.443719  -1280.439146  -1280.448190  -1280.241507
     10.50  -1280.595944  -1280.454148  -1280.447220  -1280.434242  -1280.430797  -1280.429431  -1280.425115  -1280.434242  -1280.241326
     11.00  -1280.584678  -1280.443705  -1280.437109  -1280.423788  -1280.420503  -1280.418665  -1280.414759  -1280.423788  -1280.241303
     11.50  -1280.577447  -1280.436823  -1280.430809  -1280.417125  -1280.414006  -1280.411820  -1280.408385  -1280.417125  -1280.241394
     12.00  -1280.572990  -1280.432234  -1280.427018  -1280.412954  -1280.410063  -1280.407677  -1280.404692  -1280.412954  -1280.241529
     12.50  -1280.569536  -1280.428188  -1280.423905  -1280.409483  -1280.406881  -1280.404487  -1280.401833  -1280.409483  -1280.241587
     13.00  -1280.566630  -1280.424303  -1280.420926  -1280.406222  -1280.403897  -1280.401795  -1280.399299  -1280.406222  -1280.241448
     13.50  -1280.566613  -1280.423083  -1280.420268  -1280.405479  -1280.403311  -1280.401914  -1280.399506  -1280.405479  -1280.241191
     14.00  -1280.573154  -1280.428424  -1280.425427  -1280.410976  -1280.408768  -1280.408372  -1280.406150  -1280.410976  -1280.241136
     14.50  -1280.586854  -1280.440965  -1280.437075  -1280.423459  -1280.422232  -1280.420292  -1280.419799  -1280.423459  -1280.241473
     15.00  -1280.602937  -1280.455824  -1280.450711  -1280.438377  -1280.438063  -1280.435879  -1280.433475  -1280.435879  -1280.241777
     15.50  -1280.614787  -1280.466292  -1280.459901  -1280.449954  -1280.448588  -1280.447553  -1280.441936  -1280.449954  -1280.242014
     16.00  -1280.620077  -1280.470030  -1280.462472  -1280.455053  -1280.452843  -1280.452035  -1280.443869  -1280.455053  -1280.241679
     16.50  -1280.624090  -1280.472368  -1280.463884  -1280.458858  -1280.456563  -1280.454321  -1280.445572  -1280.458858  -1280.241077
     17.00  -1280.635528  -1280.482047  -1280.472940  -1280.470065  -1280.467721  -1280.463912  -1280.455272  -1280.470065  -1280.241001
     17.50  -1280.655585  -1280.500301  -1280.490872  -1280.489856  -1280.487455  -1280.482108  -1280.473798  -1280.489856  -1280.241583
     18.00  -1280.676046  -1280.518954  -1280.510030  -1280.509471  -1280.507503  -1280.500744  -1280.492891  -1280.509471  -1280.242269
     18.50  -1280.687927  -1280.529152  -1280.521560  -1280.520071  -1280.518741  -1280.510969  -1280.503623  -1280.521560  -1280.242546
     19.00  -1280.686178  -1280.525804  -1280.519434  -1280.517567  -1280.515915  -1280.507658  -1280.500901  -1280.519434  -1280.242670
     19.50  -1280.668959  -1280.507080  -1280.501834  -1280.499837  -1280.497355  -1280.488963  -1280.482880  -1280.501834  -1280.242627
     20.00  -1280.637651  -1280.474398  -1280.470156  -1280.468060  -1280.464663  -1280.456309  -1280.450940  -1280.470156  -1280.242311
     20.50  -1280.598215  -1280.433775  -1280.430354  -1280.428139  -1280.423945  -1280.415718  -1280.411024  -1280.430354  -1280.241624
     21.00  -1280.562795  -1280.397417  -1280.394553  -1280.392208  -1280.387507  -1280.379406  -1280.375255  -1280.394553  -1280.240568
     21.50  -1280.547849  -1280.381822  -1280.379207  -1280.376734  -1280.371967  -1280.363874  -1280.360087  -1280.379207  -1280.240189
     22.00  -1280.558526  -1280.392111  -1280.389524  -1280.386885  -1280.382564  -1280.374270  -1280.370697  -1280.389524  -1280.241335
     22.50  -1280.578519  -1280.411912  -1280.409295  -1280.406390  -1280.402983  -1280.394249  -1280.390829  -1280.409295  -1280.242486
     23.00  -1280.589504  -1280.422859  -1280.420264  -1280.416962  -1280.414804  -1280.405441  -1280.402128  -1280.420264  -1280.242671
     23.50  -1280.586321  -1280.419807  -1280.417273  -1280.413484  -1280.412747  -1280.402651  -1280.399316  -1280.417273  -1280.242274
     24.00  -1280.573669  -1280.407531  -1280.404936  -1280.401416  -1280.400676  -1280.390591  -1280.387036  -1280.404936  -1280.241667
     24.50  -1280.560309  -1280.394900  -1280.391884  -1280.389529  -1280.387314  -1280.378360  -1280.374774  -1280.391884  -1280.241090
     25.00  -1280.554643  -1280.390372  -1280.386475  -1280.385658  -1280.381802  -1280.378230  -1280.372450  -1280.386475  -1280.240830
