      0.00  -1280.653075  -1280.493672  -1280.485511  -1280.479635  -1280.477055  -1280.474656  -1280.474656  -1280.361901
      0.50  -1280.654366  -1280.495705  -1280.487414  -1280.481228  -1280.478496  -1280.476802  -1280.476802  -1280.362054
      1.00  -1280.667034  -1280.509213  -1280.500646  -1280.494249  -1280.491592  -1280.490138  -1280.490138  -1280.362467
      1.50  -1280.684905  -1280.528003  -1280.519044  -1280.512512  -1280.510086  -1280.508544  -1280.508544  -1280.362916
      2.00  -1280.701025  -1280.545105  -1280.535656  -1280.529042  -1280.526925  -1280.525200  -1280.525200  -1280.363245
      2.50  -1280.710349  -1280.555488  -1280.545435  -1280.538793  -1280.537073  -1280.535102  -1280.535102  -1280.363417
      3.00  -1280.710611  -1280.556892  -1280.546094  -1280.539514  -1280.538291  -1280.535967  -1280.535967  -1280.363397
      3.50  -1280.702873  -1280.550384  -1280.538671  -1280.532306  -1280.531620  -1280.528852  -1280.528852  -1280.363115
      4.00  -1280.692140  -1280.540956  -1280.528150  -1280.522327  -1280.521875  -1280.518781  -1280.518781  -1280.362693
      4.50  -1280.684973  -1280.535148  -1280.521098  -1280.516254  -1280.515425  -1280.512363  -1280.512363  -1280.362580
      5.00  -1280.683211  -1280.534766  -1280.519402  -1280.515611  -1280.514332  -1280.511497  -1280.511497  -1280.362923
      5.50  -1280.682237  -1280.535148  -1280.518527  -1280.515649  -1280.514006  -1280.511592  -1280.511592  -1280.363197
      6.00  -1280.678069  -1280.532264  -1280.514586  -1280.512317  -1280.510438  -1280.508626  -1280.508626  -1280.362995
      6.50  -1280.673204  -1280.528560  -1280.510133  -1280.508107  -1280.506112  -1280.504989  -1280.504989  -1280.362512
      7.00  -1280.674030  -1280.530385  -1280.511492  -1280.509563  -1280.507484  -1280.506888  -1280.506888  -1280.362290
      7.50  -1280.683220  -1280.540412  -1280.521230  -1280.519626  -1280.517728  -1280.516807  -1280.517728  -1280.362583
      8.00  -1280.695529  -1280.553424  -1280.534044  -1280.533222  -1280.531857  -1280.529620  -1280.531857  -1280.363284
      8.50  -1280.701635  -1280.560121  -1280.541343  -1280.540473  -1280.539630  -1280.536170  -1280.539630  -1280.363641
      9.00  -1280.695478  -1280.554466  -1280.537466  -1280.534857  -1280.534613  -1280.530522  -1280.534613  -1280.363804
      9.50  -1280.677549  -1280.536904  -1280.521719  -1280.518045  -1280.516966  -1280.513207  -1280.516966  -1280.363379
     10.00  -1280.653866  -1280.513452  -1280.499965  -1280.495277  -1280.493550  -1280.490219  -1280.493550  -1280.362821
     10.50  -1280.633024  -1280.492694  -1280.480735  -1280.475136  -1280.472979  -1280.470015  -1280.472979  -1280.362337
     11.00  -1280.622550  -1280.482146  -1280.471529  -1280.465152  -1280.462784  -1280.459978  -1280.462784  -1280.362150
     11.50  -1280.625479  -1280.484848  -1280.475392  -1280.468378  -1280.465996  -1280.463069  -1280.465996  -1280.362331
     12.00  -1280.639309  -1280.498315  -1280.489856  -1280.482339  -1280.480106  -1280.476779  -1280.480106  -1280.362716
     12.50  -1280.658334  -1280.516873  -1280.509260  -1280.501371  -1280.499390  -1280.495434  -1280.499390  -1280.363075
     13.00  -1280.677080  -1280.535078  -1280.528176  -1280.520078  -1280.518307  -1280.513608  -1280.518307  -1280.363316
     13.50  -1280.691884  -1280.549299  -1280.542980  -1280.534909  -1280.533078  -1280.527692  -1280.533078  -1280.363486
     14.00  -1280.700354  -1280.557178  -1280.551317  -1280.543511  -1280.541259  -1280.535353  -1280.541259  -1280.363642
     14.50  -1280.700645  -1280.556890  -1280.551365  -1280.543949  -1280.541065  -1280.534804  -1280.541065  -1280.363734
     15.00  -1280.692429  -1280.548114  -1280.542796  -1280.535791  -1280.532242  -1280.525766  -1280.532242  -1280.363575
     15.50  -1280.679351  -1280.534493  -1280.529247  -1280.522597  -1280.518486  -1280.511924  -1280.518486  -1280.363112
     16.00  -1280.669104  -1280.523716  -1280.518401  -1280.512000  -1280.507543  -1280.501004  -1280.507543  -1280.362741
     16.50  -1280.667709  -1280.521800  -1280.516268  -1280.509988  -1280.505484  -1280.499050  -1280.505484  -1280.362842
     17.00  -1280.674554  -1280.528120  -1280.522229  -1280.515953  -1280.511736  -1280.505465  -1280.511736  -1280.363088
     17.50  -1280.686466  -1280.539485  -1280.533103  -1280.526759  -1280.523151  -1280.517087  -1280.523151  -1280.363082
     18.00  -1280.702795  -1280.555245  -1280.548261  -1280.541834  -1280.539099  -1280.533285  -1280.539099  -1280.363111
     18.50  -1280.722146  -1280.574017  -1280.566345  -1280.559963  -1280.558114  -1280.552668  -1280.558114  -1280.363538
     19.00  -1280.738156  -1280.589461  -1280.581045  -1280.575295  -1280.573447  -1280.568867  -1280.573447  -1280.364059
     19.50  -1280.742900  -1280.593650  -1280.584463  -1280.580103  -1280.577059  -1280.573915  -1280.577059  -1280.364199
     20.00  -1280.732953  -1280.583182  -1280.573236  -1280.570543  -1280.565978  -1280.564353  -1280.565978  -1280.363959
     20.50  -1280.711136  -1280.560879  -1280.550455  -1280.548973  -1280.543258  -1280.542927  -1280.542927  -1280.363419
     21.00  -1280.684513  -1280.533800  -1280.523993  -1280.521527  -1280.516819  -1280.515822  -1280.515822  -1280.362569
     21.50  -1280.661544  -1280.510422  -1280.501652  -1280.497228  -1280.494248  -1280.492412  -1280.492412  -1280.362148
     22.00  -1280.648759  -1280.497309  -1280.489434  -1280.483220  -1280.481590  -1280.479494  -1280.479494  -1280.362024
     22.50  -1280.648195  -1280.496568  -1280.489215  -1280.482369  -1280.480197  -1280.479102  -1280.489215  -1280.362204
     23.00  -1280.657049  -1280.505526  -1280.498185  -1280.491580  -1280.488386  -1280.487909  -1280.498185  -1280.362507
     23.50  -1280.669964  -1280.518878  -1280.511083  -1280.505046  -1280.501885  -1280.500253  -1280.511083  -1280.362729
     24.00  -1280.683010  -1280.532597  -1280.524071  -1280.518749  -1280.515663  -1280.513046  -1280.524071  -1280.362850
     24.50  -1280.693738  -1280.544132  -1280.534788  -1280.530205  -1280.527227  -1280.523629  -1280.534788  -1280.362960
     25.00  -1280.700097  -1280.551348  -1280.541245  -1280.537320  -1280.534480  -1280.529929  -1280.541245  -1280.363125
     25.50  -1280.699650  -1280.551751  -1280.541037  -1280.537603  -1280.534939  -1280.529552  -1280.541037  -1280.363290
     26.00  -1280.690511  -1280.543406  -1280.532287  -1280.529099  -1280.526672  -1280.520656  -1280.532287  -1280.363285
     26.50  -1280.673851  -1280.527452  -1280.516147  -1280.512905  -1280.510816  -1280.504437  -1280.516147  -1280.362943
     27.00  -1280.655871  -1280.510058  -1280.498767  -1280.495142  -1280.493542  -1280.487080  -1280.498767  -1280.362390
     27.50  -1280.645301  -1280.499946  -1280.488828  -1280.484492  -1280.483562  -1280.477289  -1280.488828  -1280.362111
     28.00  -1280.646560  -1280.501539  -1280.490725  -1280.485429  -1280.485241  -1280.479467  -1280.490725  -1280.362277
     28.50  -1280.657419  -1280.512637  -1280.502252  -1280.496546  -1280.495634  -1280.491361  -1280.502252  -1280.362527
     29.00  -1280.673473  -1280.528885  -1280.519040  -1280.512900  -1280.511114  -1280.508430  -1280.519040  -1280.362766
     29.50  -1280.689938  -1280.545577  -1280.536331  -1280.529691  -1280.527528  -1280.525358  -1280.536331  -1280.363115
     30.00  -1280.700673  -1280.556667  -1280.547964  -1280.540968  -1280.538882  -1280.535691  -1280.547964  -1280.363433
     30.50  -1280.700262  -1280.556838  -1280.548445  -1280.541497  -1280.538978  -1280.534614  -1280.548445  -1280.363475
     31.00  -1280.687486  -1280.544935  -1280.536468  -1280.529909  -1280.526490  -1280.521161  -1280.536468  -1280.363182
     31.50  -1280.666314  -1280.524909  -1280.515952  -1280.509947  -1280.505529  -1280.499354  -1280.515952  -1280.362678
     32.00  -1280.644076  -1280.504005  -1280.494259  -1280.488834  -1280.483501  -1280.476532  -1280.494259  -1280.362174
     32.50  -1280.628205  -1280.489544  -1280.478895  -1280.473958  -1280.467866  -1280.460125  -1280.478895  -1280.361887
     33.00  -1280.622967  -1280.485707  -1280.474198  -1280.469585  -1280.462903  -1280.454397  -1280.474198  -1280.361913
     33.50  -1280.627987  -1280.492063  -1280.479849  -1280.475368  -1280.468249  -1280.458976  -1280.479849  -1280.362150
     34.00  -1280.639703  -1280.505011  -1280.492303  -1280.487786  -1280.480347  -1280.470308  -1280.492303  -1280.362390
     34.50  -1280.654305  -1280.520714  -1280.507752  -1280.503076  -1280.495388  -1280.484597  -1280.507752  -1280.362527
     35.00  -1280.669380  -1280.536750  -1280.523773  -1280.518861  -1280.510950  -1280.499467  -1280.523773  -1280.362610
     35.50  -1280.683384  -1280.551578  -1280.538818  -1280.533615  -1280.525472  -1280.513589  -1280.538818  -1280.362729
     36.00  -1280.694425  -1280.563336  -1280.551013  -1280.545454  -1280.537044  -1280.525302  -1280.551013  -1280.362905
     36.50  -1280.700007  -1280.569569  -1280.557888  -1280.551875  -1280.543150  -1280.531822  -1280.557888  -1280.363080
     37.00  -1280.697929  -1280.568126  -1280.557286  -1280.550662  -1280.541578  -1280.530898  -1280.557286  -1280.363163
     37.50  -1280.687679  -1280.558547  -1280.548735  -1280.541282  -1280.531799  -1280.522022  -1280.548735  -1280.363066
     38.00  -1280.671792  -1280.543409  -1280.534795  -1280.526248  -1280.516322  -1280.507723  -1280.534795  -1280.362721
     38.50  -1280.656525  -1280.529007  -1280.521726  -1280.511798  -1280.501354  -1280.494242  -1280.521726  -1280.362251
     39.00  -1280.649510  -1280.523011  -1280.517148  -1280.505552  -1280.494479  -1280.489185  -1280.523011  -1280.362052
     39.50  -1280.653820  -1280.528597  -1280.524116  -1280.510611  -1280.498757  -1280.495662  -1280.528597  -1280.362278
     40.00  -1280.665861  -1280.542246  -1280.538860  -1280.523396  -1280.510637  -1280.510037  -1280.542246  -1280.362700
     40.50  -1280.678536  -1280.556919  -1280.554101  -1280.536828  -1280.525161  -1280.523084  -1280.556919  -1280.363135
     41.00  -1280.684286  -1280.565074  -1280.562091  -1280.543362  -1280.533405  -1280.528611  -1280.565074  -1280.363429
     41.50  -1280.678008  -1280.561431  -1280.557720  -1280.537894  -1280.529578  -1280.524106  -1280.561431  -1280.363394
     42.00  -1280.659641  -1280.545696  -1280.540998  -1280.520354  -1280.513535  -1280.508224  -1280.545696  -1280.363019
     42.50  -1280.634260  -1280.522805  -1280.517021  -1280.495810  -1280.490280  -1280.485154  -1280.522805  -1280.362489
     43.00  -1280.609433  -1280.500260  -1280.493347  -1280.471831  -1280.467321  -1280.462408  -1280.500260  -1280.362050
     43.50  -1280.591598  -1280.484473  -1280.476396  -1280.454867  -1280.451045  -1280.446385  -1280.484473  -1280.361869
     44.00  -1280.583546  -1280.478224  -1280.468939  -1280.447722  -1280.444201  -1280.439849  -1280.478224  -1280.361945
     44.50  -1280.584350  -1280.480575  -1280.470019  -1280.449451  -1280.445848  -1280.441853  -1280.480575  -1280.362132
     45.00  -1280.591331  -1280.488831  -1280.476928  -1280.457318  -1280.453343  -1280.449704  -1280.488831  -1280.362294
     45.50  -1280.602003  -1280.500496  -1280.487155  -1280.468771  -1280.464249  -1280.460916  -1280.500496  -1280.362410
     46.00  -1280.614492  -1280.513701  -1280.498827  -1280.481901  -1280.476738  -1280.473631  -1280.513701  -1280.362525
     46.50  -1280.626999  -1280.526669  -1280.510167  -1280.494904  -1280.489052  -1280.486087  -1280.526669  -1280.362659
     47.00  -1280.637599  -1280.537510  -1280.519302  -1280.505871  -1280.499311  -1280.496396  -1280.537510  -1280.362780
     47.50  -1280.644712  -1280.544682  -1280.524718  -1280.513241  -1280.505984  -1280.502998  -1280.544682  -1280.362863
     48.00  -1280.647496  -1280.547379  -1280.525654  -1280.516180  -1280.508274  -1280.505057  -1280.547379  -1280.362935
     48.50  -1280.645516  -1280.545196  -1280.521777  -1280.514234  -1280.505765  -1280.502136  -1280.545196  -1280.363021
     49.00  -1280.638571  -1280.537964  -1280.513045  -1280.507133  -1280.498245  -1280.494052  -1280.537964  -1280.362976
     49.50  -1280.628747  -1280.527794  -1280.501800  -1280.496799  -1280.487762  -1280.482917  -1280.527794  -1280.362573
     50.00  -1280.622863  -1280.521534  -1280.495137  -1280.489871  -1280.481105  -1280.475580  -1280.521534  -1280.362065
     50.50  -1280.628345  -1280.526631  -1280.500461  -1280.493866  -1280.485690  -1280.479485  -1280.526631  -1280.362119
     51.00  -1280.644316  -1280.542228  -1280.516682  -1280.508166  -1280.500665  -1280.493791  -1280.542228  -1280.362765
     51.50  -1280.661151  -1280.558681  -1280.534002  -1280.523295  -1280.516436  -1280.508885  -1280.558681  -1280.363389
     52.00  -1280.668766  -1280.565894  -1280.542216  -1280.529236  -1280.522958  -1280.514701  -1280.565894  -1280.363611
     52.50  -1280.662760  -1280.559443  -1280.536828  -1280.521612  -1280.515866  -1280.506929  -1280.559443  -1280.363402
     53.00  -1280.645363  -1280.541532  -1280.519983  -1280.502667  -1280.497423  -1280.489556  -1280.541532  -1280.362918
     53.50  -1280.623211  -1280.518776  -1280.498249  -1280.479059  -1280.474297  -1280.467343  -1280.518776  -1280.362399
     54.00  -1280.603692  -1280.498560  -1280.478973  -1280.458215  -1280.453903  -1280.447540  -1280.498560  -1280.362061
     54.50  -1280.591680  -1280.485769  -1280.467014  -1280.445064  -1280.441133  -1280.434995  -1280.485769  -1280.361981
     55.00  -1280.588308  -1280.481545  -1280.463504  -1280.440808  -1280.437105  -1280.430831  -1280.481545  -1280.362070
     55.50  -1280.592041  -1280.484389  -1280.466918  -1280.443978  -1280.440260  -1280.433543  -1280.484389  -1280.362212
     56.00  -1280.600558  -1280.491986  -1280.474939  -1280.452271  -1280.448252  -1280.440828  -1280.491986  -1280.362326
     56.50  -1280.611776  -1280.502291  -1280.485497  -1280.463561  -1280.459027  -1280.450685  -1280.502291  -1280.362427
     57.00  -1280.623834  -1280.513489  -1280.496754  -1280.475913  -1280.470781  -1280.462260  -1280.513489  -1280.362529
